,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922719598,3.922009603,3.921299609,3.920589614,3.91987962,3.919169625,3.918459631,3.917749636,3.917039642,3.916329647,3.915619653,3.914909658,3.914199664,3.913489669,3.912779675,3.91206968,3.911359686,3.910649691,3.909939697,3.909229702,3.908519708,3.907809713,3.907099719,3.906389724,3.90567973,3.904969735,3.798488698,3.798488698,3.692742957,3.692742957,3.587778562,3.587778562,3.483631128,3.483631128,3.380328424,3.380328424,3.380328424,3.277913773,3.277913773,3.176407413,3.176407413,3.075849684,3.075849684,3.075849684,2.976269266,2.971759767,2.873324139,2.868964012,2.767502061,2.76328973,2.66331416,2.659248031,2.655181903,2.556869985,2.552948405,2.545105246,2.537262086,2.533340507,2.525497347,2.517654188,2.509811028,2.498046289,2.49020313,2.474516811,2.462752071,2.447065753,2.33903218,2.323917271,2.305023635,2.200742906,2.178917357,2.077968552,2.056978971,1.955949164,1.935784739,1.912259577,1.892095153,1.789917082,1.767341552,1.741540945,1.715740338,1.689939732,1.595123324,1.57039273,1.542570811,1.45311872,0.695545293,0.359381226,0.090097623
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.470437401,3.764179674,3.665654494,3.764179674,3.764179674,3.665654494,3.567722349,3.470437401,3.373824247,3.277924959,3.177493847,3.07302584,2.882830364,2.786906229,2.696680335,2.611716479,2.527399143,2.531611475,2.451875478,2.372555738,2.380398897,2.301244907,2.222568456,2.226206047,2.14443556,2.060132023,1.97697148,1.894981778,1.88879913,1.799381226,1.700694277,1.672396536,1.561799336,1.447857537,1.398908617,1.285237566,1.236182697,1.133077215,1.095774262,1.065465612,1.037488397,1.014174051,0.990859705,0.967545359,0.89826306,0.873925884,0.849588707,0.82082659,0.750306822,0.723061044,0.655913082,0.630152146,0.572183243,0.519396882,0.501790208,0.456543527,0.443310381,0.428423092,0.389120629,0.376718378,0.364316127,0.355014439,0.323177377,0.315931247,0.310134344,0.305786666,0.301438988,0.276966734,0.27426462,0.251158169,0.113063572,0.077493293,0.051498115
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.334658792,3.239872762,3.145824474,3.052539002,2.960055468,2.960055468,2.868392148,2.777585472,2.687661337,2.687661337,2.598636096,2.514762147,2.523186811,2.443743221,2.364712578,2.286129998,2.293687453,2.215293272,2.137439033,2.14443556,2.066853498,1.989871783,1.993096859,1.916621048,1.922803697,1.846733364,1.852652381,1.782757728,1.796906599,1.729327985,1.66426329,1.679720844,1.611452444,1.621263418,1.548072574,1.550404008,1.471292944,1.464655532,1.379055556,1.366480582,1.278138786,1.260304291,1.170544804,1.149976125,1.059921773,1.037033097,1.01414442,0.991255744,0.908124624,0.886620763,0.865116901,0.843613039,0.822109177,0.800605315,0.780755597,0.808146335,0.787018326,0.765890318,0.792829069,0.818405145,0.79858904,0.825756671,0.806894208,0.788031746,0.729232672,0.671286876,0.656327837,0.605669584,0.55579212,0.510042578,0.499190608,0.269970288,0.158107443,0.086829834
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.343157297,3.342070091,3.340982885,3.33989568,3.338808474,3.337721268,3.336634063,3.335546857,3.334459652,3.333372446,3.33228524,3.331198035,3.330110829,3.329023623,3.327936418,3.326849212,3.325762007,3.324674801,3.323587595,3.32250039,3.321413184,3.320325978,3.222886617,3.221830971,3.12526728,3.029586972,3.029586972,3.029586972,3.029586972,2.935770487,2.935770487,2.935770487,2.842830769,2.842830769,2.842830769,2.842830769,2.750794321,2.750794321,2.659677883,2.659677883,2.655317755,2.56531013,2.56531013,2.472206121,2.468139992,2.380398897,2.376477317,2.282351271,2.278572544,2.18619254,2.178917357,2.088463343,2.077968552,1.9861958,1.893119509,1.880219205,1.789876753,1.774420132,1.683960391,1.669162848,1.576184214,1.488843312,1.469928787,1.380874804,1.360264732,1.272973848,1.189031646,1.168048734,1.086323061,1.008093803,0.985039683,0.909559229,0.835836306,0.765890318,0.698048436,0.634065089,0.61236115,0.550705844,0.491784835,0.437015214,0.386336792,0.368881816,0.32561013,0.287773238,0.277884123,0.269972832,0.110337107,0.072922863,0.0451333
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.228025243,2.217839985,2.207654727,2.197469468,2.18728421,2.177098952,2.177098952,2.177098952,2.177098952,2.177098952,2.134238897,2.091378842,2.118697862,2.074369488,2.074369488,2.355986478,2.143774022,2.355986478,2.355986478,2.69117169,2.287013337,2.397843591,2.285449523,2.320868398,2.327392928,2.487241239,2.650726595,2.27098364,2.353491046,2.217560937,2.465084662,2.803903307,2.579618809,2.358467918,2.219056447,2.472796731,2.330052231,2.188390352,2.283083892,2.190016804,2.333540333,2.085496101,1.996679489,2.134717456,2.20220712,2.041574408,2.107881008,1.877724774,1.942265817,1.929418144,1.916570471,1.903722799,1.890875126,1.738636987,1.655499241,1.640711996,1.495582683,1.481980856,1.468379029,1.422009165,1.435158742,1.400369895,1.262079281,1.19431714,1.239441087,1.159190165,1.089757541,1.02524676,1.063994952,0.941899578,0.918585232,0.981554665,0.804798379,0.806894208,0.808990038,0.752402652,0.805339296,0.794276943,1.119101311,0.783362025,0.770846493,0.660250274,0.623276258,0.550349894,0.491287582,0.472447645,0.460853838,0.446361579,0.417476687,0.465084417,0.380504626,0.389104485,0.355388809,0.309534899,0.282625295,0.276177569,0.269729844,0.271879086,0.282625295,0.261072628,0.335296156,0.327761411,0.315353224,0.402615057,0.517746826,0.690104641,0.392597854,0.306281435,0.2573393,0.266547627,0.233944818,0.2089963,0.211737235,0.207625833,0.207625833,0.188356562,0.18959984,0.191464756,0.193329673,0.197059506,0.193951312,0.182197684,0.197681145,0.198302783,0.179368528,0.17201272,0.164091082,0.1589986,0.153906118,0.155603612,0.145418649,0.133536191,0.121653733,0.10750795,0.090795978,0.08515329,0.083614375,0.081049517,0.081049517,0.072825022,0.07469233,0.072825022,0.07002406,0.068623578,0.069557233,0.070490887,0.072358195,0.066139341,0.065715371,0.065715371,0.068683162,0.068259192,0.067411252,0.066563311,0.060507769,0.05896617,0.05896617,0.06012237,0.062820168,0.063590968,0.066288767,0.065903367,0.06084583,0.06154925,0.06084583,0.054720032,0.055040032,0.055040032,0.055808032,0.056320032,0.051527907,0.045849701,0.038642311,0.022024108
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.149334102,1.07892069,1.003580416,0.929628486,0.857305609,0.788378892,0.772437407,0.705251879,0.640453331,0.62412805,0.560886547,0.542267906,0.520158271,0.458863121,0.436296082,0.412654423,0.358974864,0.338207723,0.319418405,0.276537908,0.263844364,0.230952758,0.222674881,0.21605258,0.192438479,0.189419837,0.169252742,0.167882274,0.166511806,0.149814956,0.148571678,0.147950039,0.133536191,0.13297036,0.132404528,0.131272866,0.131272866,0.130707034,0.130707034,0.117983474,0.117983474,0.117470502,0.116957531,0.115931587,0.126180384,0.12448289,0.122785396,0.121653733,0.109262956,0.108237013,0.107724041,0.107724041,0.10721107,0.106185126,0.105672155,0.095232721,0.094299067,0.092898586,0.091964932,0.091031277,0.082250206,0.0633078,0.054439088,0.043468498
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61367127,1.61367127,1.544863487,1.477142118,1.410483138,1.344807179,1.280332079,1.217008861,1.154909649,1.154909649,1.094022797,1.034400692,1.034400692,0.976077297,0.919068381,0.919068381,0.865116901,0.815448012,0.818548575,0.768089729,0.768089729,0.710656108,0.698496593,0.631662796,0.606546979,0.577663789,0.50619429,0.477102664,0.416952906,0.39760973,0.381490417,0.340185546,0.331285343,0.323374051,0.291044814,0.284698043,0.280164634,0.252475237,0.249991874,0.248336299,0.22488889,0.223379568,0.221115586,0.218096943,0.194606391,0.189809755,0.185013118,0.179531248,0.15789626,0.153544788,0.149193317,0.145463484,0.129575372,0.127312046,0.126180384,0.113366729,0.112853758,0.111827814,0.101301473,0.100834646,0.099900992,0.058880034,0.046216257,0.033006808
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771070216,2.771365797,2.771661377,2.771956958,2.772252539,2.77254812,2.673528544,2.7937666,2.701819852,2.61694593,2.670699413,2.724452897,2.556826901,2.496000591,2.723038332,2.908346395,3.03353543,2.98331836,2.980489229,2.963514445,2.993220317,2.874396826,2.710920962,2.675919198,2.665390886,2.677370171,2.691196742,2.662175929,2.62036295,2.517946476,2.464224686,2.293215469,2.25514628,2.119684791,2.098067278,1.938894252,1.871159955,1.748459647,1.701056721,1.580153494,1.547047518,1.524451375,1.409170531,1.392460999,1.329728877,1.305357014,1.234264344,1.216919954,1.159172099,1.131251093,1.152867356,1.138309863,1.118862655,1.102285861,1.115955697,1.079474841,1.073922803,1.035187988,1.040875834,1.034808798,0.947558249,0.940316688,0.91413912,0.902401685,0.854207149,0.832515086,0.810397341,0.802587035,0.732294282,0.635041009,0.743845888,0.656044812,0.650989672,0.583116638,0.573557349,0.531195476,0.527687581,0.508394161,0.461713897,0.448973707,0.417376724,0.423583069,0.375797511,0.368111216,0.341785437,0.338289904,0.327142298,0.34144459,0.348686257,0.340422294,0.380640252,0.375170262,0.360512737,0.305998299,0.331342158,0.325719749,0.358848283,0.36706416,0.325486024,0.317467331,0.314429948,0.296327142,0.300943965,0.280692035,0.286626445,0.288733992,0.262215917,0.290619692,0.268283389,0.267980016,0.267373269,0.272732869,0.264642906,0.257159691,0.243305629,0.230462814,0.236328037,0.205404305,0.228136949,0.205955233,0.2225751,0.206597982,0.198976812,0.187223682,0.178959763,0.168492132,0.162340103,0.159034536,0.135861651,0.139360234,0.13394576,0.121996627,0.118963771,0.118660486,0.120176913,0.121162592,0.12214827,0.126621732,0.118917082,0.119466988,0.111910585,0.110221604,0.107719411,0.093910233,0.090387889,0.089592521,0.087604101,0.079066312,0.075347974,0.077258787,0.06960974,0.068997061,0.068442766,0.068794476,0.063008036,0.063456037,0.063872037,0.064256037,0.064576037,0.06880004,0.062590396,0.050625712,0.040767638,0.022235878
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.150457395,4.150484346,4.150511297,4.150538248,4.150565199,4.15059215,4.150619101,4.150646052,4.150673003,4.150699954,4.150726905,4.150753856,4.150780807,4.150807758,4.150834709,4.15086166,4.150888611,4.150915562,4.150942513,4.150969464,4.150996415,4.151023366,4.151050317,4.151077268,4.151104219,4.15113117,4.151158122,4.151185073,4.151212024,4.151238975,4.151265926,4.151292877,4.151319828,4.151346779,4.15137373,4.151400681,4.151427632,4.151454583,4.151481534,4.151508485,4.151535436,4.151562387,4.151589338,4.151616289,4.15164324,4.151670191,4.151697142,4.151724093,4.151751044,4.151777995,4.151804946,4.151831897,4.151858848,4.151885799,4.15191275,4.151939701,4.151966652,4.151993603,4.152020554,4.152047505,4.152074456,4.152101407,4.152128358,4.152155309,4.15218226,4.152209211,4.152236162,4.152263113,4.152290064,4.152317015,4.152343966,4.152370917,4.152397869,4.15242482,4.152451771,4.152478722,4.152505673,4.152532624,4.152559575,4.152586526,4.152613477,4.152640428,4.152667379,4.15269433,4.152721281,4.152748232,4.152775183,4.152802134,4.152829085,4.152856036,4.152882987,4.152909938,4.152936889,4.15296384,4.152990791,4.153017742,4.153044693,4.153071644,4.153098595,4.153125546,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.153152497,4.255802895,4.153152497,4.153152497,4.050903273,4.050903273,3.949107779,3.847828111,3.847828111,3.747113483,3.747113483,3.647005068,3.647005068,3.547558232,3.547558232,3.448798119,3.47550523,3.402663685,3.428611659,3.35427933,3.379474077,3.303707647,3.227321326,3.251028259,3.17332726,3.095112581,3.11735812,3.03795921,3.059484552,2.978955499,2.898084351,2.94020767,2.911347997,2.968273796,2.901969001,2.822709271,2.834045452,2.728193685,2.609704613,2.592213295,2.466781248,2.341405048,2.315604442,2.197931557,2.08645356,2.074615525,1.975182372,1.880644184,1.875240034,1.782771202,1.689940234,1.682582004,1.587706962,1.573718354,1.477930356,1.383247215,1.364384753,1.345522291,1.25435946,1.234543354,1.214727249,1.125667687,1.101359249,1.012383753,0.984213075,0.898199765,0.871733474,0.793744072,0.723163726,0.705773016,0.641752189,0.582686953,0.525976596,0.509685285,0.454564637,0.436296082,0.383697651,0.365897244,0.320965309,0.306458403,0.26903099,0.259925326,0.230171515,0.224134229,0.198717794,0.195291625,0.191865456,0.171572314,0.169085759,0.165977565,0.148247805,0.083522117,0.055040032,0.036516984
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.930860274,3.931090485,3.931320697,3.931550908,3.931781119,3.932011331,3.932241542,3.932471754,3.932701965,3.932932177,3.933162388,3.933392599,3.933622811,3.933853022,3.934083234,3.934313445,3.934543657,3.934773868,3.93500408,3.935234291,3.935464502,3.826129309,3.717590914,3.502839721,3.396911976,3.291913137,3.291913137,3.192359142,3.201679898,3.206340277,3.215661033,3.22498179,3.238962925,3.25294406,3.266925195,3.28090633,3.294887465,3.313528978,3.332170491,3.346151626,3.364793139,3.383434652,3.402076166,3.420717679,3.439359192,3.458000705,3.476642219,3.495283732,3.395652662,3.40467166,3.418200157,3.427219154,3.440747651,3.449766649,3.463295145,3.357298311,3.370378694,3.37909895,3.387819205,3.396539461,3.400899588,3.405259716,3.405259716,3.29404355,3.29404355,3.289831218,3.171580221,3.167514092,3.047067451,2.924734907,2.804583109,2.790032742,2.669175093,2.550799682,2.434932247,2.418806868,2.306127906,2.195955378,2.184117343,2.077054242,1.972514733,1.961706433,1.857482712,1.847177676,1.746353333,1.731636873,0.861956454,0.401498057,0.101752833
